,uncleaned_index,item_name,item_address,lat,lon,OGaddress,index,review_score,categories,url
0,0,Barrie Centennial Park,"65 Lakeshore Drive, Barrie, Ontario",44.381115846023285,-79.69036375746188,"65 Lakeshore Drive, Barrie, Ontario L4N 2M6 Canada",T0,4.3,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154980-d3222860-Reviews-Barrie_Centennial_Park-Barrie_Ontario.html
1,1,Flying Monkeys Craft Brewery,"107 Dunlop St, Barrie, Ontario",44.3795395,-79.7113748,"107 Dunlop St E, Barrie, Ontario L4M 1A6 Canada",T1,4.4,"['Breweries', 'Breweries']",https://www.tripadvisor.ca/Attraction_Review-g154980-d3350465-Reviews-Flying_Monkeys_Craft_Brewery-Barrie_Ontario.html
2,2,Sunnidale Park Arboretum,"Sunnidale Road &, Barrie, Ontario",44.4012731,-79.7245568,"Sunnidale Road & Cundles Road West, Barrie, Ontario Canada",T2,4.6,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154980-d6674284-Reviews-Sunnidale_Park_Arboretum-Barrie_Ontario.html
3,3,Spirit Catcher Sculpture,"24 Maple Ave, Barrie, Ontario",44.388147576923075,-79.69083767692308,"24 Maple Ave, Barrie, Ontario L4N 6T4 Canada",T3,4.3,"['Points of Interest & Landmarks', 'Points of Interest & Landmarks']",https://www.tripadvisor.ca/Attraction_Review-g154980-d4504641-Reviews-Spirit_Catcher_Sculpture-Barrie_Ontario.html
4,5,Ardagh Bluffs,"Ardagh Road &, Barrie, Ontario",44.3563883,-79.7084034,"Ardagh Road & Mapleview Drive, Barrie, Ontario L4N 5V2 Canada",T4,4.4,"['Nature & Wildlife Areas', 'Nature & Wildlife Areas']",https://www.tripadvisor.ca/Attraction_Review-g154980-d3681269-Reviews-Ardagh_Bluffs-Barrie_Ontario.html
5,6,Splashon Wibit Water Park,"55 Lakeshore Drive, Barrie, Ontario",44.385379650000004,-79.69038405,"55 Lakeshore Drive Centennial Beach, Barrie, Ontario L4M 4T5 Canada",T5,5.0,"['Water Parks', 'Water Parks']",https://www.tripadvisor.ca/Attraction_Review-g154980-d14990436-Reviews-Splashon_Wibit_Water_Park-Barrie_Ontario.html
6,7,Chappell Farms,"617 Penetanguishene Rd, Barrie, Ontario",44.4004421,-79.6492199,"617 Penetanguishene Rd Hwy 11 and County Road 93, Barrie, Ontario L4M 4Y8 Canada",T6,3.8,"['Farms', 'Farms']",https://www.tripadvisor.ca/Attraction_Review-g154980-d2254466-Reviews-Chappell_Farms-Barrie_Ontario.html
7,8,Studio 737,"505 Bryne Dr, Barrie, Ontario",44.33174197395418,-79.689097535866,"505 Bryne Dr, Barrie, Ontario L4N 9P7 Canada",T7,4.9,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154980-d16845492-Reviews-Studio_737-Barrie_Ontario.html
8,9,Barrie Antiques Centre,"272 Innisfil St, Barrie, Ontario",44.372639,-79.6940738,"272 Innisfil St, Barrie, Ontario L4N 3G1 Canada",T8,4.7,"['Antique Stores', 'Antique Stores']",https://www.tripadvisor.ca/Attraction_Review-g154980-d6211346-Reviews-Barrie_Antiques_Centre-Barrie_Ontario.html
9,10,Ontario Travel Information Centre - Barrie,"21 Mapleview Dr, Barrie, Ontario",44.3400782,-79.6861197,"21 Mapleview Dr E, Barrie, Ontario L4N 9A9 Canada",T9,4.6,"['Visitor Centres', 'Visitor Centres']",https://www.tripadvisor.ca/Attraction_Review-g154980-d8569487-Reviews-Ontario_Travel_Information_Centre_Barrie-Barrie_Ontario.html
10,12,Johnson's Beach,"2 Johnson Street, Barrie, Ontario",44.3933953,-79.6573918,"2 Johnson Street, Barrie, Ontario L4M 1E1 Canada",T10,3.9,"['Beaches', 'Beaches']",https://www.tripadvisor.ca/Attraction_Review-g154980-d14048660-Reviews-Johnson_s_Beach-Barrie_Ontario.html
11,14,Maclaren Art Centre,"37 Mulcaster St, Barrie, Ontario",44.3902932,-79.6853478,"37 Mulcaster St, Barrie, Ontario L4M 3M2 Canada",T11,4.2,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154980-d3440910-Reviews-Maclaren_Art_Centre-Barrie_Ontario.html
12,15,Minet's Point Park,"10 Lismer Boulevard, Barrie, Ontario",44.3758743,-79.667133525,"10 Lismer Boulevard, Barrie, Ontario L4N 4B8 Canada",T12,4.2,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154980-d14048708-Reviews-Minet_s_Point_Park-Barrie_Ontario.html
13,16,In Play Inc,"551 Bryne Dr, Barrie, Ontario",44.32844525553221,-79.68841877890807,"551 Bryne Dr, Barrie, Ontario L4N 9Y3 Canada",T13,3.1,"['Playgrounds', 'Playgrounds']",https://www.tripadvisor.ca/Attraction_Review-g154980-d3368350-Reviews-In_Play_Inc-Barrie_Ontario.html
14,17,Barrie Molson Centre,"555 Bayview Dr, Barrie, Ontario",44.337496349999995,-79.6782465144151,"555 Bayview Dr, Barrie, Ontario L4N 8Y2 Canada",T14,3.8,"['Arenas & Stadiums', 'Arenas & Stadiums']",https://www.tripadvisor.ca/Attraction_Review-g154980-d4057995-Reviews-Barrie_Molson_Centre-Barrie_Ontario.html
15,18,Tyndale Park,"45 Tyndale Rd, Barrie, Ontario",44.37396623814309,-79.64608972197315,"45 Tyndale Rd, Barrie, Ontario L4N 7T1 Canada",T15,4.7,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154980-d14048711-Reviews-Tyndale_Park-Barrie_Ontario.html
16,19,Heritage Estate Winery & Cidery,"421 Penetanguishene Rd, Barrie, Ontario",44.4004421,-79.6492199,"421 Penetanguishene Rd, Barrie, Ontario L4M 0H1 Canada",T16,4.3,"['Wineries & Vineyards', 'Wineries & Vineyards']",https://www.tripadvisor.ca/Attraction_Review-g154980-d11864452-Reviews-Heritage_Estate_Winery_Cidery-Barrie_Ontario.html
17,21,Theatre by the Bay,"1 Dunlop St, Barrie, Ontario",44.3795395,-79.7113748,"1 Dunlop St E The Mady Centre for the Performing Arts, Barrie, Ontario L4M 1A2 Canada",T17,4.3,"['Theatres', 'Theatres']",https://www.tripadvisor.ca/Attraction_Review-g154980-d7224437-Reviews-Theatre_by_the_Bay-Barrie_Ontario.html
18,22,Smart Moves Play Place,"565 Bryne Dr, Barrie, Ontario",44.3271092,-79.6878419,"565 Bryne Dr Unit C, Barrie, Ontario L4N 9Y3 Canada",T18,4.4,"['Playgrounds', 'Playgrounds']",https://www.tripadvisor.ca/Attraction_Review-g154980-d6665629-Reviews-Smart_Moves_Play_Place-Barrie_Ontario.html
19,23,Grey & Simcoe Foresters Regimental Museum,"36 Mulcaster St, Barrie, Ontario",44.38999215,-79.6857741750766,"36 Mulcaster St, Barrie, Ontario L4M 3M1 Canada",T19,4.7,"['Military Museums', 'Military Museums']",https://www.tripadvisor.ca/Attraction_Review-g154980-d7197473-Reviews-Grey_Simcoe_Foresters_Regimental_Museum-Barrie_Ontario.html
20,24,Barnstormer Brewing & Distilling Co.,"3-384 Yonge St, Barrie, Ontario",44.3568011,-79.6474395,"3-384 Yonge St, Barrie, Ontario L4N 4C8 Canada",T20,4.8,"['Breweries', 'Breweries']",https://www.tripadvisor.ca/Attraction_Review-g154980-d13108765-Reviews-Barnstormer_Brewing_Distilling_Co-Barrie_Ontario.html
21,26,Five Points Theatre,"1 Dunlop St, Barrie, Ontario",44.3795395,-79.7113748,"1 Dunlop St W, Barrie, Ontario L4N 1A1 Canada",T21,3.4,"['Theatres', 'Theatres']",https://www.tripadvisor.ca/Attraction_Review-g154980-d3853705-Reviews-Five_Points_Theatre-Barrie_Ontario.html
22,28,Park Place,"100 Mapleview Drive, Barrie, Ontario",44.3400782,-79.6861197,"100 Mapleview Drive East, Barrie, Ontario L4N 9A9 Canada",T22,4.0,"['Shopping Malls', 'Shopping Malls']",https://www.tripadvisor.ca/Attraction_Review-g154980-d12337906-Reviews-Park_Place-Barrie_Ontario.html
23,29,Bayfield Mall,"Bayfield Mall 320, Barrie, Ontario",44.400566850000004,-79.70345630559979,"Bayfield Mall 320 Bayfield St, Barrie, Ontario L4M 3C1 Canada",T23,2.1,"['Shopping Malls', 'Shopping Malls']",https://www.tripadvisor.ca/Attraction_Review-g154980-d4058019-Reviews-Bayfield_Mall-Barrie_Ontario.html
24,31,The Edge Gallery,"32 Dunlop St, Barrie, Ontario",44.3795395,-79.7113748,"32 Dunlop St W, Barrie, Ontario L4N 1A2 Canada",T24,4.0,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154980-d8029049-Reviews-The_Edge_Gallery-Barrie_Ontario.html
25,33,Tyendinaga Cavern and Caves,"2623 Harmony Road, Belleville, Ontario",44.280811461727666,-77.27821014604461,"2623 Harmony Road, Belleville, Ontario K8P 3E1 Canada",T25,4.3,"['Caverns & Caves', 'Caverns & Caves']",https://www.tripadvisor.ca/Attraction_Review-g154981-d6226961-Reviews-Tyendinaga_Cavern_and_Caves-Belleville_Ontario.html
26,37,Frink Centre Conservation Area,"381 Thrasher Rd, Belleville, Ontario",44.27629366658738,-77.34475286297305,"381 Thrasher Rd, Belleville, Ontario K0K 2V0 Canada",T26,4.7,"['Nature & Wildlife Areas', 'Nature & Wildlife Areas']",https://www.tripadvisor.ca/Attraction_Review-g154981-d6592910-Reviews-Frink_Centre_Conservation_Area-Belleville_Ontario.html
27,39,Shorelines Casino Belleville,"380 Bell Blvd, Belleville, Ontario",44.1832302,-77.4209543791406,"380 Bell Blvd, Belleville, Ontario K8P 5H8 Canada",T27,3.4,"['Casinos', 'Casinos']",https://www.tripadvisor.ca/Attraction_Review-g154981-d12860015-Reviews-Shorelines_Casino_Belleville-Belleville_Ontario.html
28,40,Riverside Park,"373 Moira St, Belleville, Ontario",44.1774112,-77.3800211,"373 Moira St W, Belleville, Ontario K8N 4Z2 Canada",T28,4.7,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154981-d13306973-Reviews-Riverside_Park-Belleville_Ontario.html
29,41,Quinte Mall,"Quinte Mall 390, Belleville, Ontario",44.18909515,-77.40146619827145,"Quinte Mall 390 North Front St, Belleville, Ontario K8P 3E1 Canada",T29,3.6,"['Shopping Malls', 'Shopping Malls']",https://www.tripadvisor.ca/Attraction_Review-g154981-d10390427-Reviews-Quinte_Mall-Belleville_Ontario.html
30,42,Belleville City Hall,"169 Front St, Belleville, Ontario",44.1627513,-77.38349930000001,"169 Front St, Belleville, Ontario K8N 2Y8 Canada",T30,4.3,"['Points of Interest & Landmarks', 'Points of Interest & Landmarks']",https://www.tripadvisor.ca/Attraction_Review-g154981-d4558053-Reviews-Belleville_City_Hall-Belleville_Ontario.html
31,43,Boretski Gallery,"300 Front St, Belleville, Ontario",44.1663317,-77.3855086,"300 Front St, Belleville, Ontario K8N 2Z8 Canada",T31,4.9,"['Antique Stores', 'Antique Stores']",https://www.tripadvisor.ca/Attraction_Review-g154981-d2302222-Reviews-Boretski_Gallery-Belleville_Ontario.html
32,44,Church of St. Michael the Archangel,"296 Church St, Belleville, Ontario",44.169361103607386,-77.38359527954411,"296 Church St, Belleville, Ontario K8N 3C6 Canada",T32,4.8,"['Points of Interest & Landmarks', 'Points of Interest & Landmarks']",https://www.tripadvisor.ca/Attraction_Review-g154981-d4611582-Reviews-Church_of_St_Michael_the_Archangel-Belleville_Ontario.html
33,45,Quinte Sports & Wellness Centre,"265 Cannifton Rd, Belleville, Ontario",44.1877872,-77.38234437683762,"265 Cannifton Rd, Belleville, Ontario K8N 4V8 Canada",T33,4.5,"['Sports Complexes', 'Sports Complexes']",https://www.tripadvisor.ca/Attraction_Review-g154981-d13129291-Reviews-Quinte_Sports_Wellness_Centre-Belleville_Ontario.html
34,46,Belleville Chamber of Commerce and Visitor Centre,"5 Moira St, Belleville, Ontario",44.1774112,-77.3800211,"5 Moira St E The Log Cabin, Belleville, Ontario K8P 2S3 Canada",T34,4.7,"['Visitor Centres', 'Visitor Centres']",https://www.tripadvisor.ca/Attraction_Review-g154981-d13791969-Reviews-Belleville_Chamber_of_Commerce_and_Visitor_Centre-Belleville_Ontario.html
35,48,Quinte Antiques,"521 Dundas St, Belleville, Ontario",44.1446718,-77.4156343,"521 Dundas St W, Belleville, Ontario K8P 1B6 Canada",T35,4.2,"['Antique Stores', 'Antique Stores']",https://www.tripadvisor.ca/Attraction_Review-g154981-d4045384-Reviews-Quinte_Antiques-Belleville_Ontario.html
36,49,CAA Arena,"265 Cannifton Rd, Belleville, Ontario",44.1877872,-77.38234437683762,"265 Cannifton Rd, Belleville, Ontario K8N 4V8 Canada",T36,4.0,"['Arenas & Stadiums', 'Arenas & Stadiums']",https://www.tripadvisor.ca/Attraction_Review-g154981-d19625083-Reviews-CAA_Arena-Belleville_Ontario.html
37,50,Tri & Run Sports,"188 Front St, Belleville, Ontario",44.16325318,-77.38405742,"188 Front St, Belleville, Ontario K8N 2Y7 Canada",T37,5.0,"['Shopping Malls', 'Shopping Malls']",https://www.tripadvisor.ca/Attraction_Review-g154981-d17520628-Reviews-Tri_Run_Sports-Belleville_Ontario.html
38,51,Belleville Art Association Studio & Gallery,"392 Front St, Belleville, Ontario",44.168692070644774,-77.3860753276749,"392 Front St, Belleville, Ontario K8N 2Z8 Canada",T38,4.0,"['Art Galleries', 'Art Galleries']",https://www.tripadvisor.ca/Attraction_Review-g154981-d12589976-Reviews-Belleville_Art_Association_Studio_Gallery-Belleville_Ontario.html
39,52,The Empire Theatre,"321 Front St, Belleville, Ontario",44.167138398660704,-77.38552764792249,"321 Front St, Belleville, Ontario K8N 2Z9 Canada",T39,4.6,"['Concerts', 'Theatres', 'Concerts', 'Theatres']",https://www.tripadvisor.ca/Attraction_Review-g154981-d2038101-Reviews-The_Empire_Theatre-Belleville_Ontario.html
40,53,Black Bear Ridge Golf Club,"501 Harmony Rd, Belleville, Ontario",44.23994752552805,-77.39215546415436,"501 Harmony Rd, Belleville, Ontario K8N 5J1 Canada",T40,4.7,"['Golf Courses', 'Golf Courses']",https://www.tripadvisor.ca/Attraction_Review-g154981-d2277529-Reviews-Black_Bear_Ridge_Golf_Club-Belleville_Ontario.html
41,56,Reiki On Wheels Natural Products & Gifts,"223 Front St, Belleville, Ontario",44.16441428888889,-77.38422647222222,"223 Front St, Belleville, Ontario K8N 2Z4 Canada",T41,5.0,"['Gift & Speciality Shops', 'Gift & Speciality Shops']",https://www.tripadvisor.ca/Attraction_Review-g154981-d11918051-Reviews-Reiki_On_Wheels_Natural_Products_Gifts-Belleville_Ontario.html
42,57,Donini Chocolates,"335 Bell Blvd, Belleville, Ontario",44.18347875294118,-77.41589557647059,"335 Bell Blvd, Belleville, Ontario K8P 5H3 Canada",T42,4.2,"['Gift & Speciality Shops', 'Gift & Speciality Shops']",https://www.tripadvisor.ca/Attraction_Review-g154981-d10241980-Reviews-Donini_Chocolates-Belleville_Ontario.html
43,58,Kate's Kitchen,"271 Front St, Belleville, Ontario",44.16570464551214,-77.38485196740325,"271 Front St, Belleville, Ontario K8N 2Z6 Canada",T43,5.0,"['Gift & Speciality Shops', 'Gift & Speciality Shops']",https://www.tripadvisor.ca/Attraction_Review-g154981-d11913213-Reviews-Kate_s_Kitchen-Belleville_Ontario.html
44,88,Gage Park,"2 Wellington St, Brampton, Ontario",43.6842951,-79.7575472,"2 Wellington St W, Brampton, Ontario L6Y 4R2 Canada",T44,4.5,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154982-d2535350-Reviews-Gage_Park-Brampton_Ontario.html
45,89,Donald M. Gordon Chinguacousy Park,"9050 Bramalea Rd, Brampton, Ontario",43.7258735,-79.72213457657124,"9050 Bramalea Rd, Brampton, Ontario L6S 6G7 Canada",T45,4.6,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154982-d3427100-Reviews-Donald_M_Gordon_Chinguacousy_Park-Brampton_Ontario.html
46,90,Heart Lake Conservation Area,"10818 Heart Lake, Brampton, Ontario",43.7369623,-79.7819296,"10818 Heart Lake Rd, Brampton, Ontario L6Z 0B3 Canada",T46,4.2,"['Nature & Wildlife Areas', 'Nature & Wildlife Areas']",https://www.tripadvisor.ca/Attraction_Review-g154982-d4060361-Reviews-Heart_Lake_Conservation_Area-Brampton_Ontario.html
47,91,Rose Theatre Brampton,"1 Theatre Lane, Brampton, Ontario",43.687149500000004,-79.76011320098286,"1 Theatre Lane, Brampton, Ontario L6V 0A3 Canada",T47,4.6,"['Theatres', 'Theatres']",https://www.tripadvisor.ca/Attraction_Review-g154982-d4060172-Reviews-Rose_Theatre_Brampton-Brampton_Ontario.html
48,92,Professor's Lake Recreation Centre,"1660 North Park, Brampton, Ontario",43.6704598,-79.7270605,"1660 North Park Dr Bramalea Road & North Park Drive, Brampton, Ontario L6S 4B4 Canada",T48,4.3,"['Bodies of Water', 'Bodies of Water']",https://www.tripadvisor.ca/Attraction_Review-g154982-d7622762-Reviews-Professor_s_Lake_Recreation_Centre-Brampton_Ontario.html
49,93,Eldorado Park,"8520 Creditview Rd, Brampton, Ontario",43.6811064,-79.8160799,"8520 Creditview Rd, Brampton, Ontario L6Y 0G4 Canada",T49,4.1,"['Bodies of Water', 'Nature & Wildlife Areas', 'Parks', 'Bodies of Water', 'Nature & Wildlife Areas', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154982-d8505186-Reviews-Eldorado_Park-Brampton_Ontario.html
50,94,Peel Art Gallery Museum & Archive (PAMA),"9 Wellington St, Brampton, Ontario",43.6842951,-79.7575472,"9 Wellington St E, Brampton, Ontario L6W 1Y1 Canada",T50,4.3,"['Art Museums', 'Art Museums']",https://www.tripadvisor.ca/Attraction_Review-g154982-d3675553-Reviews-Peel_Art_Gallery_Museum_Archive_PAMA-Brampton_Ontario.html
51,95,Wet 'n' Wild Toronto,"7855 Finch Ave, Brampton, Ontario",43.733728,-79.634292,"7855 Finch Ave West, Brampton, Ontario L6T 0B2 Canada",T51,2.8,"['Water Parks', 'Water Parks']",https://www.tripadvisor.ca/Attraction_Review-g154982-d186832-Reviews-Wet_n_Wild_Toronto-Brampton_Ontario.html
52,96,The Big'r Apple Farm,"8674 Heritage Rd, Brampton, Ontario",43.6163447,-79.7850606,"8674 Heritage Rd, Brampton, Ontario L6Y 0E1 Canada",T52,3.9,"['Farms', 'Farms']",https://www.tripadvisor.ca/Attraction_Review-g154982-d4940997-Reviews-The_Big_r_Apple_Farm-Brampton_Ontario.html
53,98,Pearson Convention Center,"2638 Steeles Ave, Brampton, Ontario",43.661147,-79.7386763,"2638 Steeles Ave E, Brampton, Ontario L6S 6J9 Canada",T53,4.3,"['Conference & Convention Centres', 'Conference & Convention Centres']",https://www.tripadvisor.ca/Attraction_Review-g154982-d4060358-Reviews-Pearson_Convention_Center-Brampton_Ontario.html
54,100,CAA Centre,"7575 Kennedy Road, Brampton, Ontario",43.667493,-79.70840033618447,"7575 Kennedy Road South, Brampton, Ontario L6W 4T2 Canada",T54,3.7,"['Arenas & Stadiums', 'Arenas & Stadiums']",https://www.tripadvisor.ca/Attraction_Review-g154982-d3669789-Reviews-CAA_Centre-Brampton_Ontario.html
55,101,747 Flea Market,"75 Parkhurst Square, Brampton, Ontario",43.72739589106965,-79.66619540327352,"75 Parkhurst Square, Brampton, Ontario L6T 5J2 Canada",T55,3.1,"['Flea & Street Markets', 'Flea & Street Markets']",https://www.tripadvisor.ca/Attraction_Review-g154982-d5085074-Reviews-747_Flea_Market-Brampton_Ontario.html
56,102,Carl Laidlaw Orchards,"9496 Heritage Rd, Brampton, Ontario",43.6462491,-79.8278536,"9496 Heritage Rd, Brampton, Ontario L6X 0A1 Canada",T56,4.6,"['Farms', 'Farms']",https://www.tripadvisor.ca/Attraction_Review-g154982-d15154157-Reviews-Carl_Laidlaw_Orchards-Brampton_Ontario.html
57,103,Meadowvale Cemetery,"7732 Mavis Rd, Brampton, Ontario",43.6440908,-79.750592,"7732 Mavis Rd, Brampton, Ontario L6Y 5L5 Canada",T57,4.4,"['Cemeteries', 'Cemeteries']",https://www.tripadvisor.ca/Attraction_Review-g154982-d3948125-Reviews-Meadowvale_Cemetery-Brampton_Ontario.html
58,104,Garden Square,"12 Main St, Brampton, Ontario",43.6664656,-79.7343925,"12 Main St N, Brampton, Ontario L6V 1N6 Canada",T58,4.8,"['Parks', 'Parks']",https://www.tripadvisor.ca/Attraction_Review-g154982-d15029586-Reviews-Garden_Square-Brampton_Ontario.html
59,105,Century Gardens Recreation Centre,"340 Vodden St, Brampton, Ontario",43.7084355,-79.75390441666667,"340 Vodden St E East Brampton, Brampton, Ontario L6V 2N2 Canada",T59,4.3,"['Sports Complexes', 'Playgrounds', 'Sports Complexes', 'Playgrounds']",https://www.tripadvisor.ca/Attraction_Review-g154982-d8447475-Reviews-Century_Gardens_Recreation_Centre-Brampton_Ontario.html
60,108,Trinity Common Mall,"210 Great Lakes, Brampton, Ontario",43.73482255882353,-79.76750393529412,"210 Great Lakes Dr, Brampton, Ontario L6R 2K7 Canada",T60,3.7,"['Shopping Malls', 'Shopping Malls']",https://www.tripadvisor.ca/Attraction_Review-g154982-d12154641-Reviews-Trinity_Common_Mall-Brampton_Ontario.html
61,109,Orchalaw Farms,"9726 Heritage Rd, Brampton, Ontario",43.652492440581156,-79.83384762504834,"9726 Heritage Rd, Brampton, Ontario L6X 0A2 Canada",T61,3.1,"['Farms', 'Farms']",https://www.tripadvisor.ca/Attraction_Review-g154982-d4942153-Reviews-Orchalaw_Farms-Brampton_Ontario.html
62,110,Brampton City Hall,"2 Wellington St, Brampton, Ontario",43.6842951,-79.7575472,"2 Wellington St W, Brampton, Ontario L6Y 4R2 Canada",T62,3.7,"['Points of Interest & Landmarks', 'Points of Interest & Landmarks']",https://www.tripadvisor.ca/Attraction_Review-g154982-d4060353-Reviews-Brampton_City_Hall-Brampton_Ontario.html
63,111,Historic Bovaird House,"563 Bovaird Drive, Brampton, Ontario",43.7057066,-79.7868372,"563 Bovaird Drive East, Brampton, Ontario L6V 3W7 Canada",T63,4.2,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154982-d4066620-Reviews-Historic_Bovaird_House-Brampton_Ontario.html
64,113,Jellybeenz Indoor Play & Party Center,"13-10 Bramhurst Ave, Brampton, Ontario",43.7199795,-79.6869737,"13-10 Bramhurst Ave, Brampton, Ontario L6T 5H1 Canada",T64,3.8,"['Playgrounds', 'Playgrounds']",https://www.tripadvisor.ca/Attraction_Review-g154982-d6665585-Reviews-Jellybeenz_Indoor_Play_Party_Center-Brampton_Ontario.html
65,114,The Country Apple Store,"8605 Heritage Rd, Brampton, Ontario",43.6294334,-79.8017981,"8605 Heritage Rd, Brampton, Ontario L6Y 0E4 Canada",T65,4.5,"['Farms', 'Farms']",https://www.tripadvisor.ca/Attraction_Review-g154982-d12498767-Reviews-The_Country_Apple_Store-Brampton_Ontario.html
66,115,ISKCON Brampton,"173 Advance Boulevard, Brampton, Ontario",43.6936168,-79.6919671,"173 Advance Boulevard Unit #41, Brampton, Ontario L6T 4J4 Canada",T66,4.2,"['Sacred & Religious Sites', 'Sacred & Religious Sites']",https://www.tripadvisor.ca/Attraction_Review-g154982-d3334792-Reviews-ISKCON_Brampton-Brampton_Ontario.html
67,116,Indian Line Conservation Area,"7625 Finch Ave, Brampton, Ontario",43.733774,-79.6342808,"7625 Finch Ave, Brampton, Ontario L6T 0B2 Canada",T67,3.5,"['Nature & Wildlife Areas', 'Nature & Wildlife Areas']",https://www.tripadvisor.ca/Attraction_Review-g154982-d7269523-Reviews-Indian_Line_Conservation_Area-Brampton_Ontario.html
68,117,Lester B. Pearson Theatre,"110-150 Central Park, Brampton, Ontario",43.8391814,-79.7062692,"110-150 Central Park Dr, Brampton, Ontario L6T 1B4 Canada",T68,4.7,"['Theatres', 'Theatres']",https://www.tripadvisor.ca/Attraction_Review-g154982-d4928304-Reviews-Lester_B_Pearson_Theatre-Brampton_Ontario.html
69,119,IN5 Experium Golden Temple,"70 Peel Centre, Brampton, Ontario",43.6895367,-79.7514583,"70 Peel Centre Dr, Brampton, Ontario L6T 4G8 Canada",T69,3.5,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154982-d17549275-Reviews-IN5_Experium_Golden_Temple-Brampton_Ontario.html
70,120,New Apostolic Church,"45 Eastbourne Dr, Brampton, Ontario",43.7259066,-79.69946479042093,"45 Eastbourne Dr, Brampton, Ontario L6T 4E9 Canada",T70,5.0,"['Sacred & Religious Sites', 'Sacred & Religious Sites']",https://www.tripadvisor.ca/Attraction_Review-g154982-d11771508-Reviews-New_Apostolic_Church-Brampton_Ontario.html
71,121,Jim Archdekin Recreation Centre,"292 Conestoga Dr, Brampton, Ontario",43.7159067,-79.7863073,"292 Conestoga Dr, Brampton, Ontario L6Z 3M1 Canada",T71,3.0,"['Sports Complexes', 'Sports Complexes']",https://www.tripadvisor.ca/Attraction_Review-g154982-d17740782-Reviews-Jim_Archdekin_Recreation_Centre-Brampton_Ontario.html
72,123,Wayne Gretzky Sports Centre,"254 North Park, Brantford, Ontario",43.14082645,-80.26315993288691,"254 North Park St, Brantford, Ontario N3R 4L1 Canada",T72,4.6,"['Sports Complexes', 'Sports Complexes']",https://www.tripadvisor.ca/Attraction_Review-g154983-d4567380-Reviews-Wayne_Gretzky_Sports_Centre-Brantford_Ontario.html
73,124,Bell Homestead,"94 Tutela Heights, Brantford, Ontario",43.1078099,-80.2707667,"94 Tutela Heights Rd, Brantford, Ontario N3T 1A1 Canada",T73,4.4,"['Historic Sites', 'Historic Sites']",https://www.tripadvisor.ca/Attraction_Review-g154983-d296634-Reviews-Bell_Homestead-Brantford_Ontario.html
74,126,Glenhyrst Art Gallery and Gardens,"20 Ava Rd, Brantford, Ontario",43.1567611,-80.2866689,"20 Ava Rd, Brantford, Ontario N3T 5G9 Canada",T74,4.6,"['Gardens', 'Gardens']",https://www.tripadvisor.ca/Attraction_Review-g154983-d2706705-Reviews-Glenhyrst_Art_Gallery_and_Gardens-Brantford_Ontario.html
75,127,Brantwood Farms,"251 Powerline Rd, Brantford, Ontario",43.1926387,-80.24200798304904,"251 Powerline Rd, Brantford, Ontario N3T 5L8 Canada",T75,4.5,"['Farms', 'Farms']",https://www.tripadvisor.ca/Attraction_Review-g154983-d4266654-Reviews-Brantwood_Farms-Brantford_Ontario.html
76,129,Sanderson Centre for the Performing Arts,"88 Dalhousie St, Brantford, Ontario",43.13952363333333,-80.26447206666667,"88 Dalhousie St, Brantford, Ontario N3T 2J2 Canada",T76,4.7,"['Theatres', 'Theatres']",https://www.tripadvisor.ca/Attraction_Review-g154983-d3553114-Reviews-Sanderson_Centre_for_the_Performing_Arts-Brantford_Ontario.html
77,130,Canadian Military Heritage Museum,"347 Greenwich St, Brantford, Ontario",43.1315581,-80.2511113,"347 Greenwich St N3S 7X4, Brantford, Ontario N3S 7X4 Canada",T77,4.9,"['Speciality Museums', 'Speciality Museums']",https://www.tripadvisor.ca/Attraction_Review-g154983-d4269102-Reviews-Canadian_Military_Heritage_Museum-Brantford_Ontario.html
78,131,Al's Shoe Factory,"135 King George, Brantford, Ontario",43.17107371666666,-80.27724561666668,"135 King George Rd, Brantford, Ontario N3R 5K7 Canada",T78,4.2,"['Factory Outlets', 'Factory Outlets']",https://www.tripadvisor.ca/Attraction_Review-g154983-d2536539-Reviews-Al_s_Shoe_Factory-Brantford_Ontario.html
