,Unnamed: 0,uncleaned_index,item_name,item_address,lat,lon,OGaddress,index,review_score,price,categories,diets,url
2607,2679,3873,Ling Lee's Chinese Cuisine Inc,"214 Egan St, Thunder Bay, Ontario",48.444418299999995,-89.2063173,"214 Egan St Port Arthur Curling Club, Thunder Bay, Ontario P7A 2W7 Canada",R2679,4.3,2.5,"['Chinese', 'Asian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155017-d8076900-Reviews-Ling_Lee_s_Chinese_Cuisine_Inc-Thunder_Bay_Thunder_Bay_District_Ontario.html
2608,2680,3874,Shoeless Joe's Sports Grill - Thunder Bay,"1021 Carrick Street, Thunder Bay, Ontario",48.4067354,-89.25003520000001,"1021 Carrick Street, Thunder Bay, Ontario P7B 6L9 Canada",R2680,3.6,2.5,"['American', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155017-d12524097-Reviews-Shoeless_Joe_s_Sports_Grill_Thunder_Bay-Thunder_Bay_Thunder_Bay_District_Ontario.html
2609,2681,3880,Station Four Steakhouse On The North Shore,"59 Peninsula Road, Marathon, Ontario",48.721634,-86.3755462,"59 Peninsula Road Next to M&M Foods, Marathon, Ontario P0T 2E0 Canada",R2681,4.0,2.5,"['Steakhouse', 'Pizza']",[],https://www.tripadvisor.ca/Restaurant_Review-g181746-d12320846-Reviews-Station_Four_Steakhouse_On_The_North_Shore-Marathon_Thunder_Bay_District_Ontario.html
2610,2682,3881,Famous Tandoor,"188 Algoma St, Thunder Bay, Ontario",50.1832578,-86.7117993,"188 Algoma St South, Thunder Bay, Ontario P7B 3B9 Canada",R2682,4.6,1.0,"['Indian', 'Pakistani', 'Afghani']",[],https://www.tripadvisor.ca/Restaurant_Review-g155017-d12199662-Reviews-Famous_Tandoor-Thunder_Bay_Thunder_Bay_District_Ontario.html
2611,2683,3882,Filane's Restaurant,"99 Ontario Street, Schreiber, Ontario",48.807239,-87.25997840000001,"99 Ontario Street Hwy 17, Schreiber, Ontario P0T 2S0 Canada",R2683,4.2,2.5,"['Italian', 'Pizza', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g1893939-d17434236-Reviews-Filane_s_Restaurant-Schreiber_Thunder_Bay_District_Ontario.html
2612,2684,3883,The Scandinavian Home Society Restaurant,"147 Algoma St, Thunder Bay, Ontario",50.1832578,-86.7117993,"147 Algoma St S, Thunder Bay, Ontario P7B 3B7 Canada",R2684,3.6,2.5,"['European', 'Scandinavian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155017-d3236155-Reviews-The_Scandinavian_Home_Society_Restaurant-Thunder_Bay_Thunder_Bay_District_Ontario.html
2615,2687,3889,Radical Gardens,"163 Fifth Ave, Timmins, Ontario",48.4772373,-81.33206990000001,"163 Fifth Ave, Timmins, Ontario P4N 5L1 Canada",R2687,4.7,1.0,"['International', 'Street Food', 'Canadian']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g155018-d9882008-Reviews-Radical_Gardens-Timmins_Northeastern_Ontario_Ontario.html
2616,2688,3890,Pick of The Crop,"70 Algonquin Blvd, Timmins, Ontario",48.4762526,-81.3373696,"70 Algonquin Blvd W, Timmins, Ontario P4N 2R3 Canada",R2688,4.6,2.5,"['Speciality Food Market', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155018-d10248173-Reviews-Pick_of_The_Crop-Timmins_Northeastern_Ontario_Ontario.html
2617,2689,3891,Osaka Sushi All You Can Eat,"57 Mountjoy St, Timmins, Ontario",48.477191,-81.3617973,"57 Mountjoy St S, Timmins, Ontario P4N 1S6 Canada",R2689,4.0,2.5,"['Japanese', 'Sushi', 'Asian']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g155018-d3315244-Reviews-Osaka_Sushi_All_You_Can_Eat-Timmins_Northeastern_Ontario_Ontario.html
2618,2690,3892,Restaurant Nadeau,"293 Wilson Ave, Timmins, Ontario",48.47525642631579,-81.34419962105264,"293 Wilson Ave, Timmins, Ontario P4N 2T6 Canada",R2690,4.5,2.5,"['Diner', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155018-d977512-Reviews-Restaurant_Nadeau-Timmins_Northeastern_Ontario_Ontario.html
2620,2692,3895,Toujours Mikes,"355 Algonquin Blvd, Timmins, Ontario",48.475978399999995,-81.32685550000001,"355 Algonquin Blvd E, Timmins, Ontario P4N 1B5 Canada",R2692,3.8,2.5,"['Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155018-d3172714-Reviews-Toujours_Mikes-Timmins_Northeastern_Ontario_Ontario.html
2621,2693,3896,The Senator Dining Room,"14 Mountjoy St, Timmins, Ontario",48.477191,-81.3617973,"14 Mountjoy St S The Senator Hotel & Conference Centre, Timmins, Ontario P4N 1S4 Canada",R2693,4.3,4.0,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769647-Reviews-The_Senator_Dining_Room-Timmins_Northeastern_Ontario_Ontario.html
2622,2694,3897,Wacky's Timmins,"425 Algonquin Blvd, Timmins, Ontario",48.476617499999996,-81.322638,"425 Algonquin Blvd E, Timmins, Ontario P4N 1B5 Canada",R2694,3.6,2.5,"['American', 'Bar', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d3807059-Reviews-Wacky_s_Timmins-Timmins_Northeastern_Ontario_Ontario.html
2623,2695,3898,Mr. Sub,"425 Algonquin Blvd, Timmins, Ontario",48.476617499999996,-81.322638,"425 Algonquin Blvd E # 2, Timmins, Ontario P4N 1B5 Canada",R2695,4.6,1.0,"['Fast food', 'Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155018-d4871388-Reviews-Mr_Sub-Timmins_Northeastern_Ontario_Ontario.html
2624,2696,3899,Topper's Pizza Timmins,"950 Riverside Dr, Timmins, Ontario",48.47591170000001,-81.36411447142856,"950 Riverside Dr, Timmins, Ontario P4N 3W2 Canada",R2696,4.2,2.5,"['Italian', 'Pizza', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d3464462-Reviews-Topper_s_Pizza_Timmins-Timmins_Northeastern_Ontario_Ontario.html
2625,2697,3900,Dabrowski's Smoked Meats,"125 Wilson Ave, Timmins, Ontario",48.475339500000004,-81.34343259999999,"125 Wilson Ave, Timmins, Ontario P4N 2S8 Canada",R2697,4.8,2.5,"['Speciality Food Market', 'Polish', 'European']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d10248168-Reviews-Dabrowski_s_Smoked_Meats-Timmins_Northeastern_Ontario_Ontario.html
2627,2699,3902,Boston Pizza,"856 Riverside Dr, Timmins, Ontario",48.47735082857224,-81.36105714828095,"856 Riverside Dr, Timmins, Ontario P4N 3W1 Canada",R2699,3.5,2.5,"['Bar', 'Pizza', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d3314934-Reviews-Boston_Pizza-Timmins_Northeastern_Ontario_Ontario.html
2628,2700,3903,Casey's Grillhouse & Beverage,"760 Algonquin Blvd, Timmins, Ontario",48.476959,-81.31291359999999,"760 Algonquin Blvd E, Timmins, Ontario P4N 7E3 Canada",R2700,3.6,2.5,"['American', 'Bar', 'Canadian']","['vegetarian friendly', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g155018-d769630-Reviews-Casey_s_Grillhouse_Beverage-Timmins_Northeastern_Ontario_Ontario.html
2629,2701,3904,The Hollinger House Bakery & Deli,"19-100 Waterloo Rd, Timmins, Ontario",48.484303000000004,-81.3377713,"19-100 Waterloo Rd, Timmins, Ontario P4N 4X5 Canada",R2701,4.3,2.5,"['Bakeries', 'Canadian', 'Soups']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769627-Reviews-The_Hollinger_House_Bakery_Deli-Timmins_Northeastern_Ontario_Ontario.html
2630,2702,3905,Domino's Pizza,"80 Mountjoy St, Timmins, Ontario",48.477191,-81.3617973,"80 Mountjoy St N, Timmins, Ontario P4N 4V7 Canada",R2702,4.6,1.0,"['Pizza', 'Fast food', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155018-d4852972-Reviews-Domino_s_Pizza-Timmins_Northeastern_Ontario_Ontario.html
2632,2704,3907,Broadway Restaurant,"71 Third Ave, Timmins, Ontario",48.47482815925926,-81.33371828148148,"71 Third Ave, Timmins, Ontario P4N 1C2 Canada",R2704,3.8,2.5,"['Diner', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769626-Reviews-Broadway_Restaurant-Timmins_Northeastern_Ontario_Ontario.html
2633,2705,3908,Foster Jane Eatery,"1800 Riverside Dr, Timmins, Ontario",48.472661200000005,-81.3894779,"1800 Riverside Dr, Timmins, Ontario P4R 1N7 Canada",R2705,4.0,2.5,"['Canadian', 'Vegetarian Friendly']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155018-d12832697-Reviews-Foster_Jane_Eatery-Timmins_Northeastern_Ontario_Ontario.html
2634,2706,3909,Le Shack a Patate,"442 Algonquin Blvd, Timmins, Ontario",48.476260499999995,-81.34761540000001,"442 Algonquin Blvd W, Timmins, Ontario P4N 7N3 Canada",R2706,4.6,1.0,"['Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d7007988-Reviews-Le_Shack_a_Patate-Timmins_Northeastern_Ontario_Ontario.html
2635,2707,3910,Narduzzi's Family Plaza Restaurant,"4800 Hwy 101, Timmins, Ontario",48.4920061,-81.1933986,"4800 Hwy 101 E, Timmins, Ontario P0N 1H0 Canada",R2707,4.3,2.5,"['Diner', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d12557596-Reviews-Narduzzi_s_Family_Plaza_Restaurant-Timmins_Northeastern_Ontario_Ontario.html
2636,2708,3911,House Of Yee,"95 Bruce Ave, South Porcupine, Ontario",48.477841021428574,-81.20991143571429,"95 Bruce Ave, South Porcupine, Timmins, Ontario P0N 1H0 Canada",R2708,4.3,2.5,"['Chinese', 'Asian', 'Cantonese']",[],https://www.tripadvisor.ca/Restaurant_Review-g678571-d769235-Reviews-House_Of_Yee-South_Porcupine_Timmins_Northeastern_Ontario_Ontario.html
2638,2710,3914,Choy See Kam's,"246 Algonquin Blvd, Timmins, Ontario",48.47626078235293,-81.34223721176471,"246 Algonquin Blvd W, Timmins, Ontario P4N 2R7 Canada",R2710,4.1,2.5,"['Chinese', 'Asian', 'Cantonese']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d4868533-Reviews-Choy_See_Kam_s-Timmins_Northeastern_Ontario_Ontario.html
2639,2711,3918,The Voyageur Dining Room,"1000 Norman St, Timmins, Ontario",48.50213625380799,-81.3592955712327,"1000 Norman St Cedar Meadows Resort & Spa, Timmins, Ontario P4N 8R2 Canada",R2711,3.9,2.5,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d4544989-Reviews-The_Voyageur_Dining_Room-Timmins_Northeastern_Ontario_Ontario.html
2640,2712,3919,Wendy's,"40 Waterloo Road, Timmins, Ontario",48.4772237,-81.3379993,"40 Waterloo Road, Timmins, Ontario P4N 4X5 Canada",R2712,3.8,1.0,"['Quick Bites', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d982129-Reviews-Wendy_s-Timmins_Northeastern_Ontario_Ontario.html
2641,2713,3920,Cozy Corner Restaurant,"24 Mountjoy St, Timmins, Ontario",48.477191,-81.3617973,"24 Mountjoy St S, Timmins, Ontario P4N 1S4 Canada",R2713,3.8,2.5,"['Chinese', 'Asian', 'Cantonese']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769638-Reviews-Cozy_Corner_Restaurant-Timmins_Northeastern_Ontario_Ontario.html
2643,2715,3922,Tim Hortons,"110 Algonquin Blvd, Timmins, Ontario",48.47625157428572,-81.33176139428572,"110 Algonquin Blvd E, Timmins, Ontario P4N 1R4 Canada",R2715,4.0,4.0,['Canadian'],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d5087159-Reviews-Tim_Hortons-Timmins_Northeastern_Ontario_Ontario.html
2644,2716,3923,Encore Chinese,"211 Algonquin Blvd, Timmins, Ontario",48.4759878,-81.32937679999999,"211 Algonquin Blvd E, Timmins, Ontario P4N 1B1 Canada",R2716,3.7,1.0,"['Chinese', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d3562406-Reviews-Encore_Chinese-Timmins_Northeastern_Ontario_Ontario.html
2645,2717,3926,Tim Hortons,"400 Algonquin Blvd, Timmins, Ontario",48.47664954630747,-81.32384255054663,"400 Algonquin Blvd E, Timmins, Ontario P4N 1B6 Canada",R2717,3.9,1.0,"['Bakeries', 'Cafe', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d982097-Reviews-Tim_Hortons-Timmins_Northeastern_Ontario_Ontario.html
2646,2718,3927,A&W,"1500 Riverside Dr, Timmins, Ontario",48.4738011,-81.38143437401888,"1500 Riverside Dr Timmins Square Food Court, Timmins, Ontario P4R 1A1 Canada",R2718,4.2,9.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769616-Reviews-A_W-Timmins_Northeastern_Ontario_Ontario.html
2647,2719,3928,Taco Time,"1500 Riverside Dr, Timmins, Ontario",48.4738011,-81.38143437401888,"1500 Riverside Dr Timmins Square Food Mall 6H, Timmins, Ontario P4R 1A1 Canada",R2719,4.0,1.0,"['Mexican', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d4871286-Reviews-Taco_Time-Timmins_Northeastern_Ontario_Ontario.html
2648,2720,3930,A&W Restaurant,"681 Algonquin Blvd, Timmins, Ontario",48.476775,-81.314047,"681 Algonquin Blvd E, Timmins, Ontario P4N 8S6 Canada",R2720,3.6,1.0,"['Quick Bites', 'Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d4882624-Reviews-A_W_Restaurant-Timmins_Northeastern_Ontario_Ontario.html
2649,2721,3931,Ms. Vanellis,"1500 Riverside Dr, Timmins, Ontario",48.4738011,-81.38143437401888,"1500 Riverside Dr Timmins Square, Timmins, Ontario P4R 1A1 Canada",R2721,5.0,5.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d981923-Reviews-Ms_Vanellis-Timmins_Northeastern_Ontario_Ontario.html
2650,2722,3932,McDonald's,"1870 Riverside Drive, Timmins, Ontario",48.472467200000004,-81.4002928,"1870 Riverside Drive RR 2, Timmins, Ontario P4R 1N7 Canada",R2722,3.6,1.0,"['American', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d5033107-Reviews-McDonald_s-Timmins_Northeastern_Ontario_Ontario.html
2651,2723,3935,New York Fries,"1500 Riverside Dr, Timmins, Ontario",48.4738011,-81.38143437401888,"1500 Riverside Dr Unit 6A Timmins Square, Timmins, Ontario P4R 1A1 Canada",R2723,4.3,8.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d7007984-Reviews-New_York_Fries-Timmins_Northeastern_Ontario_Ontario.html
2652,2724,3936,Subway,"989 Riverside Drive, Timmins, Ontario",48.47555021818182,-81.36413082727273,"989 Riverside Drive, Timmins, Ontario P4R 3W4 Canada",R2724,3.6,1.0,['Fast food'],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d7019668-Reviews-Subway-Timmins_Northeastern_Ontario_Ontario.html
2653,2725,3937,Northern Lights Fauxmagerie,"89 Cedar St, Timmins, Ontario",48.474774700000005,-81.32971529999999,"89 Cedar St S, Timmins, Ontario P4N 2G7 Canada",R2725,5.0,12.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d19120537-Reviews-Northern_Lights_Fauxmagerie-Timmins_Northeastern_Ontario_Ontario.html
2654,2726,3938,Petro Canada Rubio holdings ltd,"4310 Harold Ave, South Porcupine, Ontario",48.4854392,-81.2112521,"4310 Harold Ave, South Porcupine, Timmins, Ontario P0N 1H0 Canada",R2726,3.6,7.0,"['Cafe', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g678571-d5600594-Reviews-Petro_Canada_Rubio_holdings_ltd-South_Porcupine_Timmins_Northeastern_Ontario_Onta.html
2655,2727,3940,Wok Express,"1500 Riverside Dr, Timmins, Ontario",48.4738011,-81.38143437401888,"1500 Riverside Dr Timmins Square Food Mall, Timmins, Ontario P4R 1A1 Canada",R2727,3.5,2.5,['Chinese'],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d978755-Reviews-Wok_Express-Timmins_Northeastern_Ontario_Ontario.html
2656,2728,3941,Tim Hortons,"1500 Riverside Dr, Timmins, Ontario",48.4738011,-81.38143437401888,"1500 Riverside Dr Adjacent Timmins Square Food Mall, Timmins, Ontario P4R 1A1 Canada",R2728,3.1,1.0,"['Quick Bites', 'Cafe', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d7019669-Reviews-Tim_Hortons-Timmins_Northeastern_Ontario_Ontario.html
2657,2729,3942,Tiffany's Takeout & Delivery,"83 Wende Ave, Timmins, Ontario",48.469461700000004,-81.33769029999999,"83 Wende Ave Corner Wilcox St., Timmins, Ontario P4N 3E3 Canada",R2729,4.0,8.0,[],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d15571696-Reviews-Tiffany_s_Takeout_Delivery-Timmins_Northeastern_Ontario_Ontario.html
2658,2730,3943,Subway,"93 Harold Ave, South Porcupine, Ontario",48.485218100000004,-81.21315440000001,"93 Harold Ave, South Porcupine, Timmins, Ontario P0N 1H0 Canada",R2730,4.0,8.0,"['Fast food', 'Deli']",[],https://www.tripadvisor.ca/Restaurant_Review-g678571-d5033401-Reviews-Subway-South_Porcupine_Timmins_Northeastern_Ontario_Ontario.html
2659,2731,3944,London Cafe,"38 Mountjoy St, Timmins, Ontario",48.477191,-81.3617973,"38 Mountjoy St S, Timmins, Ontario P4N 1S4 Canada",R2731,3.3,2.5,"['Chinese', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769664-Reviews-London_Cafe-Timmins_Northeastern_Ontario_Ontario.html
2660,2732,3945,Chez-Nous Take Out,"20 Vimy Ave, Timmins, Ontario",48.479677200000005,-81.3352749,"20 Vimy Ave, Timmins, Ontario P4N 4G9 Canada",R2732,3.0,1.0,"['Fast food', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769634-Reviews-Chez_Nous_Take_Out-Timmins_Northeastern_Ontario_Ontario.html
2661,2733,3946,241 Pizza,"425 Algonquin Blvd, Timmins, Ontario",48.476617499999996,-81.322638,"425 Algonquin Blvd E, Timmins, Ontario P4N 1B5 Canada",R2733,3.1,7.0,"['Pizza', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769617-Reviews-241_Pizza-Timmins_Northeastern_Ontario_Ontario.html
2662,2734,3947,Tim Hortons,"316 Hwy 101, South Porcupine, Ontario",48.48540727930874,-81.2101618777674,"316 Hwy 101 East, South Porcupine, Timmins, Ontario P0N 1H0 Canada",R2734,2.5,1.0,"['Bakeries', 'Canadian']",[],https://www.tripadvisor.ca/Restaurant_Review-g678571-d6882290-Reviews-Tim_Hortons-South_Porcupine_Timmins_Northeastern_Ontario_Ontario.html
2663,2735,3949,Golden Dragon Restaurant,"1-128 Third Ave, Timmins, Ontario",48.474928000000006,-81.32953359999999,"1-128 Third Ave, Timmins, Ontario P4N 1C5 Canada",R2735,2.7,2.5,['Chinese'],[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769648-Reviews-Golden_Dragon_Restaurant-Timmins_Northeastern_Ontario_Ontario.html
2664,2736,3950,KFC,"536 Algonquin Blvd, Timmins, Ontario",48.47705272416229,-81.31720910480252,"536 Algonquin Blvd E, Timmins, Ontario P4N 1B7 Canada",R2736,2.6,2.5,"['Quick Bites', 'American', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d769658-Reviews-KFC-Timmins_Northeastern_Ontario_Ontario.html
2665,2737,3951,McDonald's,"520 Algonquin Blvd, Timmins, Ontario",48.477070781973374,-81.31804980048273,"520 Algonquin Blvd E, Timmins, Ontario P4N 1B7 Canada",R2737,2.1,1.0,"['Quick Bites', 'Fast food']",[],https://www.tripadvisor.ca/Restaurant_Review-g155018-d4881782-Reviews-McDonald_s-Timmins_Northeastern_Ontario_Ontario.html
2671,2743,3959,Kintaro Izakaya,"459 Church St, Toronto, Ontario",43.6641808,-79.3801823,"459 Church St, Toronto, Ontario M4Y 2C5 Canada",R2743,4.4,2.5,"['Japanese', 'Sushi', 'Asian']",['vegetarian friendly'],https://www.tripadvisor.ca/Restaurant_Review-g155019-d7149270-Reviews-Kintaro_Izakaya-Toronto_Ontario.html
2693,2765,3984,DaiLo,"503 College St, Toronto, Ontario",43.65589705555556,-79.40982886666667,"503 College St, Toronto, Ontario M6G 1A5 Canada",R2765,4.5,2.5,"['Chinese', 'Asian', 'Vegetarian Friendly']",[],https://www.tripadvisor.ca/Restaurant_Review-g155019-d7021722-Reviews-DaiLo-Toronto_Ontario.html
2696,2768,3988,Joso's,"202 Davenport Rd, Toronto, Ontario",43.674841,-79.396462,"202 Davenport Rd Just east of Avenue Rd, Toronto, Ontario M5R 1J2 Canada",R2768,4.5,4.0,"['Seafood', 'Mediterranean', 'Gluten Free Options']",['gluten free options'],https://www.tripadvisor.ca/Restaurant_Review-g155019-d705418-Reviews-Joso_s-Toronto_Ontario.html
2721,2793,4015,Queen Mother Cafe,"208 Queen St, Toronto, Ontario",43.6529083,-79.3794575,"208 Queen St W, Toronto, Ontario M5V 1Z2 Canada",R2793,4.2,2.5,"['Asian', 'Vegetarian Friendly', 'Vegan Options']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g155019-d708161-Reviews-Queen_Mother_Cafe-Toronto_Ontario.html
2724,2796,4018,Le Petit Dejeuner,"191 King St, Toronto, Ontario",43.70751996666666,-79.50875153333334,"191 King St E, Toronto, Ontario M5A 1J5 Canada",R2796,4.3,2.5,"['Belgian', 'Cafe', 'International']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155019-d706164-Reviews-Le_Petit_Dejeuner-Toronto_Ontario.html
2727,2799,4023,Bar Isabel,"797 College St, Toronto, Ontario",43.65466896666667,-79.42071396666667,"797 College St, Toronto, Ontario M6G 1C7 Canada",R2799,4.3,2.5,"['Spanish', 'Vegetarian Friendly', 'Gluten Free Options']",[],https://www.tripadvisor.ca/Restaurant_Review-g155019-d4082329-Reviews-Bar_Isabel-Toronto_Ontario.html
2731,2803,4028,Reds,"382 Yonge St, Toronto, Ontario",43.6590065,-79.38334350000001,"382 Yonge St Unit 6, Toronto, Ontario M5B 1S8 Canada",R2803,4.2,2.5,"['American', 'Vegetarian Friendly', 'Vegan Options']",[],https://www.tripadvisor.ca/Restaurant_Review-g155019-d5058760-Reviews-Reds-Toronto_Ontario.html
2737,2809,4036,Wvrst,"609 King St, Toronto, Ontario",43.7042533,-79.5175455,"609 King St W, Toronto, Ontario M5V 1M5 Canada",R2809,4.2,2.5,"['International', 'Grill', 'Vegetarian Friendly']",[],https://www.tripadvisor.ca/Restaurant_Review-g155019-d2339362-Reviews-Wvrst-Toronto_Ontario.html
2738,2810,4037,Pukka,"778 St Clair, Toronto, Ontario",43.68795120000001,-79.3936947,"778 St Clair Ave W At Arlington Ave, Toronto, Ontario M6C 1B6 Canada",R2810,4.5,2.5,"['Indian', 'Asian', 'Vegetarian Friendly']","['vegetarian friendly', 'vegan options', 'gluten free options']",https://www.tripadvisor.ca/Restaurant_Review-g155019-d6034231-Reviews-Pukka-Toronto_Ontario.html
2748,2820,4047,Mystic Muffin,"113 Jarvis St, Toronto, Ontario",43.6524912,-79.3725733,"113 Jarvis St, Toronto, Ontario M5C 2H4 Canada",R2820,4.8,1.0,"['Cafe', 'Fast food', 'Canadian']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g155019-d976816-Reviews-Mystic_Muffin-Toronto_Ontario.html
2752,2824,4051,Sushi-Ya Japanese,"621 Dixon Rd, Toronto, Ontario",43.6901841,-79.5760317,"621 Dixon Rd, Toronto, Ontario M9W 1H7 Canada",R2824,4.4,2.5,"['Japanese', 'Sushi', 'Asian']",[],https://www.tripadvisor.ca/Restaurant_Review-g155019-d4237174-Reviews-Sushi_Ya_Japanese-Toronto_Ontario.html
2753,2825,4053,Via Mercanti Woodbridge,"3650 Langstaff Rd, Vaughan, Ontario",43.8091545,-79.5492412,"3650 Langstaff Rd Unit 3-6, Vaughan, Ontario L4L 9A8 Canada",R2825,3.3,2.5,"['Italian', 'Pizza']",[],https://www.tripadvisor.ca/Restaurant_Review-g499300-d18381124-Reviews-Via_Mercanti_Woodbridge-Vaughan_Ontario.html
2756,2828,4059,Sorrento North,"965 Major Mackenzie, Maple, Ontario",43.8546123,-79.51531059999999,"965 Major Mackenzie Dr, Maple, Vaughan, Ontario L6A 4P8 Canada",R2828,3.9,4.0,['Italian'],[],https://www.tripadvisor.ca/Restaurant_Review-g3666159-d3653077-Reviews-Sorrento_North-Maple_Vaughan_Ontario.html
2758,2830,4062,Memphis BBQ & Wicked Wings,"8074 Islington Ave, Vaughan, Ontario",43.78902611700635,-79.58764812077222,"8074 Islington Ave, Vaughan, Ontario L4L 1W5 Canada",R2830,4.4,2.5,"['American', 'Bar', 'Barbecue']",[],https://www.tripadvisor.ca/Restaurant_Review-g499300-d4911919-Reviews-Memphis_BBQ_Wicked_Wings-Vaughan_Ontario.html
2761,2833,4066,Locale,"12981 Keele Street, King City, Ontario",43.928293,-79.52782664119606,"12981 Keele Street, King City, Ontario L7B 1G2 Canada",R2833,4.3,2.5,"['Italian', 'Pizza', 'Vegetarian Friendly']","['vegetarian friendly', 'gluten free options', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g499269-d4274317-Reviews-Locale-King_City_Ontario.html
2765,2837,4076,San Antonio Seafood & Oyster Bar,"8383 Weston Rd, Woodbridge, Ontario",43.789275200000006,-79.5482717,"8383 Weston Rd Unit 106, Woodbridge, Vaughan, Ontario L4L 1A6 Canada",R2837,4.9,2.5,"['Italian', 'Seafood']",[],https://www.tripadvisor.ca/Restaurant_Review-g562671-d12872727-Reviews-San_Antonio_Seafood_Oyster_Bar-Woodbridge_Vaughan_Ontario.html
2768,2840,4082,Meron To Go,"11 Disera Dr, Thornhill, Ontario",43.810406,-79.4537,"11 Disera Dr, Thornhill, Vaughan, Ontario L4J 0A7 Canada",R2840,4.3,1.0,"['Fast food', 'Mediterranean', 'Middle Eastern']","['vegetarian friendly', 'vegan options']",https://www.tripadvisor.ca/Restaurant_Review-g983899-d2078267-Reviews-Meron_To_Go-Thornhill_Vaughan_Ontario.html
2769,2841,4083,Sofra Istanbul,"3330 Steeles Ave, Vaughan, Ontario",43.7740195,-79.53144476597423,"3330 Steeles Ave W Unit 10 Unit 10, Vaughan, Ontario L4K 1A2 Canada",R2841,4.4,2.5,"['Mediterranean', 'Turkish', 'Middle Eastern']",[],https://www.tripadvisor.ca/Restaurant_Review-g499300-d5097805-Reviews-Sofra_Istanbul-Vaughan_Ontario.html
